quesId	Q_Id	prompt.Domain	prompt.Elicitation Method	prompt.Target	prompt.content.English-Latin.text.000000.startindex	prompt.content.English-Latin.text.000000.endindex	prompt.content.English-Latin.text.000000.textspan.Latin	prompt.content.Hindi-Devanagari.text.000000.startindex	prompt.content.Hindi-Devanagari.text.000000.endindex	prompt.content.Hindi-Devanagari.text.000000.textspan.Devanagari
	Neg3	[General]	Translation	[Negative and Prohibitive]			He cannot sing.			बो गा नहीं सकता।
	Neg4	[General]	Translation	[Negative and Prohibitive]			You may not go now.			तुम अब नहीं जा सकते।
	Neg5	[General]	Translation	[Negative and Prohibitive]			You must not move now.			आपको अभी हिलना नहीं चाहिए।
	Neg6	[General]	Translation	[Negative and Prohibitive]			We will not upset you.			हम आपको परेशान नहीं करेंगे।
	Neg7	[General]	Translation	[Negative and Prohibitive]			I never take alcohol.			मैं कभी शराब नहीं लेता।
	Neg8	[General]	Translation	[Negative and Prohibitive]			They have not finished their job.			उन्होंने अपना काम पूरा नहीं किया है।
	Neg9	[General]	Translation	[Negative and Prohibitive]			He left without informing anyone.			बो बिना किसी को बताए चला गया।
	Neg10	[General]	Translation	[Negative and Prohibitive]			They are not here.			वे यहाँ नहीं हैं।
	Neg11	[General]	Translation	[Negative and Prohibitive]			I am not hungry.			मुझे भूख नहीं है।
	Neg12	[General]	Translation	[Negative and Prohibitive]			I do not know.			मुझे नहीं पता।
	Neg13	[General]	Translation	[Negative and Prohibitive]			Do not enter.			अंदर न आएं।
	Neg14	[General]	Translation	[Negative and Prohibitive]			Let us not rest now.			चलो अब आराम नहीं करते।
	Neg15	[General]	Translation	[Negative and Prohibitive]			I have no money.			मेरे पास पैसे नहीं है।
	Neg16	[General]	Translation	[Negative and Prohibitive]			I did not eat yesterday.			मैंने कल नहीं खाया।
	Neg17	[General]	Translation	[Negative and Prohibitive]			I had not eaten food.			मैंने खाना नहीं खाया था।
	Neg18	[General]	Translation	[Negative and Prohibitive]			I will not eat food.			मैं खाना नहीं खाऊंगा।
	Neg19	[General]	Translation	[Negative and Prohibitive]			I think he will not come.			मुझे लगता है कि वह नहीं आएगा।
	Neg20	[General]	Translation	[Negative and Prohibitive]			I don't think he will come.			मुझे नहीं लगता कि वह आएगा।
	Neg21	[General]	Translation	[Negative and Prohibitive]			I don't see her any more.			मैं उसे और नहीं देखता।
	Neg22	[General]	Translation	[Negative and Prohibitive]			Nothing comes for free.			मुफ्त में कुछ नहीं आता।
	Neg23	[General]	Translation	[Negative and Prohibitive]			Nobody saw me.			मुझे किसी ने नहीं देखा।
	Neg24	[General]	Translation	[Negative and Prohibitive]			Kiran is nowhere in the village.			किरण गांव में कहीं नहीं है।
	Neg25	[General]	Translation	[Negative and Prohibitive]			Not even my sister believed me.			मेरी बहन ने भी मुझ पर विश्वास नहीं किया।
	Neg26	[General]	Translation	[Negative and Prohibitive]			None of the girls came.			कोई लड़की नहीं आई।
	Neg27	[General]	Translation	[Negative and Prohibitive]			Neither I nor you can solve this problem.			न तो मैं और न ही आप इस समस्या का समाधान कर सकते हैं।
	Neg28	[General]	Translation	[Negative and Prohibitive]			Everyone did not pass the examination.			सभी ने परीक्षा पास नहीं की।
	Neg29	[General]	Translation	[Negative and Prohibitive]			Not everyone passed.			सभी पास नहीं हुए।
	Neg30	[General]	Translation	[Negative and Prohibitive]			The bird is no longer on the tree.			चिड़िया अब पेड़ पर नहीं है।
	Neg31	[General]	Translation	[Negative and Prohibitive]			Have you seen him? “No” (expecting 'No' as an answer)			"क्या तुमने उसे देखा हैं? ""नहीं"" (उत्तर के रूप में 'नहीं' की अपेक्षा)"
	Neg32	[General]	Translation	[Negative and Prohibitive]			I did not say it is not bad.			मैंने यह नहीं कहा कि यह बुरा नहीं है।
	Neg33	[General]	Translation	[Negative and Prohibitive]			If you don't study you will fail.			अगर तुम पढ़ाई नहीं करोगे तो तुम फेल हो जाओगे।
	Neg34	[General]	Translation	[Negative and Prohibitive]			Will you eat or not?			खाओगे या नहीं खाओगे ?
